,Movies,Year,Certificate,IMDB,Metascore,Votes,Gross,Runtime,Genre,Description
4789,Frozen II,2019,PG,6.9,64.0,1341716,477373578,103,"Animation, Adventure, Comedy","Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom."
4790,Godzilla: King of the Monsters,2019,PG-13,6.0,48.0,1341716,110500138,132,"Action, Adventure, Fantasy","The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah."
4791,Yesterday,2019,PG-13,6.8,55.0,1341716,73286650,116,"Comedy, Fantasy, Music",A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate timeline where they never existed.
4792,Ready or Not,2019,R,6.8,64.0,1341716,26744177,95,"Comedy, Horror, Mystery",A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.
4793,Men in Black: International,2019,PG-13,5.6,38.0,1341716,80001807,114,"Action, Adventure, Comedy","The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization."
4794,Triple Frontier,2019,R,6.4,61.0,1341716,-1,125,"Action, Adventure, Crime","Loyalties are tested when five friends and former special forces operatives reunite to take down a South American drug lord, unleashing a chain of unintended consequences."
4795,The Two Popes,2019,PG-13,7.6,75.0,1341716,-1,125,"Biography, Comedy, Drama","Behind Vatican walls, the conservative Pope Benedict XVI and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church."
4796,Klaus,2019,PG,8.2,65.0,1341716,-1,96,"Animation, Adventure, Comedy","A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions."
4797,How to Train Your Dragon: The Hidden World,2019,PG,7.5,71.0,1341716,160799505,104,"Animation, Action, Adventure","When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first."
4798,Murder Mystery,2019,PG-13,6.0,38.0,1341716,-1,97,"Action, Comedy, Crime","A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire."
4799,Long Shot,2019,R,6.8,67.0,1341716,30316271,125,"Comedy, Romance","Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter and sparks fly."
4800,Booksmart,2019,R,7.2,84.0,1341716,22680962,102,Comedy,"On the eve of their high school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night."
4801,Bombshell,2019,R,6.8,64.0,1341716,-1,109,"Biography, Drama",A group of women take on Fox News head Roger Ailes and the toxic atmosphere he presided over at the network.
4802,The King,2019,R,7.2,62.0,1341716,-1,140,"Biography, Drama, History","Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life."
4803,Escape Room,2019,PG-13,6.4,48.0,1341716,57005601,99,"Action, Adventure, Horror",Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.
4804,Gemini Man,2019,PG-13,5.7,38.0,1341716,20552372,117,"Action, Drama, Sci-Fi",An over-the-hill hitman faces off against a younger clone of himself.
4805,Maleficent: Mistress of Evil,2019,PG,6.6,43.0,1341716,113929605,119,"Adventure, Family, Fantasy","Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies and dark new forces at play."
4806,Hustlers,2019,R,6.3,79.0,1341716,80553967,110,"Comedy, Crime, Drama","Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients."
4807,Rambo: Last Blood,2019,R,6.1,26.0,1341716,18872919,89,"Action, Thriller",Rambo must confront his past and unearth his ruthless combat skills to exact revenge in a final mission.
4808,Pet Sematary,2019,R,5.7,57.0,1341716,54724696,101,"Horror, Mystery, Thriller","Dr. Louis Creed and his wife, Rachel, relocate from Boston to rural Maine with their two young children. The couple soon discover a mysterious burial ground hidden deep in the woods near their new home."
4809,"Extremely Wicked, Shockingly Evil and Vile",2019,R,6.6,52.0,1341716,-1,110,"Biography, Crime, Drama","A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years."
4810,Angel Has Fallen,2019,R,6.4,45.0,1341716,67162153,121,"Action, Thriller",Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.
4811,Brightburn,2019,R,6.1,44.0,1341716,17300439,90,"Drama, Horror, Mystery","What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?"
4812,Hellboy,2019,R,5.2,31.0,1341716,21903748,120,"Action, Adventure, Fantasy","Based on the graphic novels by Mike Mignola, Hellboy, caught between the worlds of the supernatural and human, battles an ancient sorceress bent on revenge."
